BusStopCode RoadName    Description
16091	AYE	Opp SIT Dover
16099	AYE	SIT Dover
16101	Science Pk Rd	Inst Of Micro-Electronics
16109	Science Pk Rd	The Alpha
16111	Science Pk Rd	Aries
16119	Science Pk Rd	Teletech Pk
16121	Science Pk Rd	Galen
16131	Clementi Rd	Opp Kent Ridge Ter
16139	Clementi Rd	Bef Kent Ridge Ter
16141	Clementi Rd	Tentera Diraja Mque
16149	Clementi Rd	NUS Fac Of Architecture
16151	Clementi Rd	The Japanese Pr Sch
16159	Clementi Rd	NUS Fac Of Engrg
16161	Kent Ridge Cres	Nus Museums
16169	Kent Ridge Cres	NUS Raffles Hall
16171	Kent Ridge Cres	Yusof Ishak Hse
16179	Kent Ridge Cres	Opp Yusof Ishak Hse
16181	Kent Ridge Cres	Ctrl Lib
16189	Kent Ridge Cres	Computer Ctr
16191	Kent Ridge Cres	Opp NUS Fac Of Architect
16199	Kent Ridge Cres	NUS Fac Of Design & Env
16201	Pasir Panjang Rd	Barossa Gdns
16209	Pasir Panjang Rd	Opp Barossa Gdns
16211	West Coast Highway	Wharves Bldg
16219	West Coast Highway	Opp Wharves Bldg
16221	West Coast Highway	Opp Haw Par Villa Stn
16229	West Coast Highway	Haw Par Villa Stn
16231	West Coast Highway	Wholesale Ctr
16239	West Coast Highway	Opp Wholesale Ctr
16241	West Coast Highway	Bef West Coast Pk
16249	West Coast Highway	Bef Wholesale Ctr
16891	Clementi Ave 1	Opp Blk 420A
16991	Clementi Ave 1	Opp Nan Hua High Sch
17009	Clementi Ave 3	Clementi Int
17011	West Coast Rd	Opp Varsity Pk
17019	West Coast Rd	Varsity Pk
17021	West Coast Rd	Waseda S Snr High Sch
17029	West Coast Rd	Opp Waseda S Snr High Sch
17031	West Coast Rd	Kent Ridge Sec Sch
17039	West Coast Rd	Opp Kent Ridge Sec Sch
17041	West Coast Rd	Blk 726 Clementi West Mkt
17049	West Coast Rd	Blk 601
17051	Clementi Ave 6	Opp Regent Pk
17059	Clementi Ave 6	Regent Pk
17061	West Coast Rd	Blk 701
17069	West Coast Rd	Opp Blk 701
17071	West Coast Rd	Blk 513
17079	West Coast Rd	Blk 512
17081	West Coast Link	Aft West Coast Highway
17091	Clementi Rd	Aft Clementi Ave 1
17099	Clementi Rd	Aft Dover Rd
17101	Clementi Rd	Blk 352
17109	Clementi Rd	Opp Blk 352
17111	Clementi Rd	Blk 343
17119	Clementi Rd	Opp Blk 343
17121	AYE	Blk 610
17129	AYE	Aft NUS High Sch
17131	AYE	Clementi Flyover
17139	AYE	Aft Clementi Swim Cplx
17141	AYE	Clementi Stadium
17149	AYE	Blk 426
17151	C'wealth Ave West	Blk 410
17159	C'wealth Ave West	Blk 365
17161	C'wealth Ave West	Opp Blk 329
17169	C'wealth Ave West	Blk 329
17171	C'wealth Ave West	Clementi Stn
17179	C'wealth Ave West	Clementi Stn
17181	C'wealth Ave West	Opp Blk 317
17189	C'wealth Ave West	Blk 317
17191	Clementi Rd	NUS High Sch
17201	Clementi Ave 4	Blk 308
17211	Clementi Ave 4	Bet Blks 315/318
17219	Clementi Ave 4	Blk 376
17221	Clementi Ave 5	Blk 377
17229	Clementi Ave 5	Blk 335
17239	Clementi Ave 3	NTUC Fairprice
17241	Clementi Ave 2	Blk 334
17249	Clementi Ave 2	Blk 355
17251	Clementi Ave 2	Opp Blk 408
17259	Clementi Ave 2	Blk 408
17269	Clementi West St 2	Blk 730
17279	Clementi West St 2	Blk 723
17289	Clementi West St 2	West Coast CC
17291	West Coast Highway	West Coast Pk
17299	West Coast Highway	Opp West Coast Pk
17301	West Coast Highway	Opp West Coast View
17309	West Coast Highway	West Coast View
17311	West Coast Highway	Emerson Process
17319	West Coast Highway	Blk 716
17321	West Coast Highway	Tien Wah Press Bldg
17329	West Coast Highway	Blk 705
17331	West Coast Highway	Opp Blk 518
17339	West Coast Highway	Blk 518
17351	West Coast Highway	Aft Clementi Rd
17359	West Coast Highway	Bef Clementi Rd
17361	West Coast Highway	Opp West Coast Link
17369	West Coast Highway	Aft West Coast Link
17371	Clementi Ave 6	Blk 201
17379	Clementi Ave 6	Blk 304
17381	West Coast Rd	West Bay Resort Condo
17389	West Coast Rd	Opp West Bay Resort Condo
17399	Sunset Way	Opp Freesia Woods Condo
17409	Sunset Way	Hse No. 90
17419	Sunset Way	Sunset Way P/G
17429	Sunset Way	Aft Sunset Vale
17439	Sunset Way	LP 36
18011	Alexandra Rd	SP Jain
18019	Alexandra Rd	Opp SP Jain
18021	Ayer Rajah Cres	Opp GEMPLUS
18029	Ayer Rajah Cres	Tempco Mfg
18041	AYE	Normanton Pk
18049	AYE	Opp Normanton Pk
18051	Ayer Rajah Ave	One-North Stn
18059	Ayer Rajah Ave	Opp One-North Stn
18061	Ayer Rajah Cres	Blk 71
18069	Ayer Rajah Cres	Opp Blk 71
18071	Buona Vista Flyover	NUH
18079	Buona Vista Flyover	Opp NUH
18081	Ayer Rajah Cres	Blk 55
18089	Ayer Rajah Cres	S'pore Post
18099	Ayer Rajah Cres	Ayer Rajah Bus Pk
18101	Buona Vista Flyover	PSB Science Pk Bldg
18109	Buona Vista Flyover	Opp PSB Science Pk Bldg
18111	Dover Rd	Fairfield Meth Pr Sch
18119	Dover Rd	Opp Fairfield Meth Pr Sch
18121	Buona Vista Flyover	Opp Ayer Rajah Ind Est
18129	Buona Vista Flyover	Ayer Rajah Ind Est
18131	AYE	Science Pk
18141	Nth Buona Vista Rd	Aft Anglo-Chinese JC
18149	Nth Buona Vista Rd	Opp Anglo-Chinese JC
18151	Portsdown Rd	Opp One-North Stn/Galaxis
18159	Portsdown Rd	One-North Stn/Galaxis
18171	Portsdown Rd	Bef Weyhill Cl
18179	Portsdown Rd	Opp Weyhill Cl
18181	Portsdown Rd	Opp Tanglin Trust Sch
18189	Portsdown Rd	Tanglin Trust Sch
18191	Portsdown Rd	Bef Whitchurch Rd
18199	Portsdown Rd	Aft Whitchurch Rd
18201	Media Circle	Mediacorp Campus
18211	Portsdown Rd	Infinite Studios
18221	Lower Kent Ridge Rd	NUH
18239	Lower Kent Ridge Rd	Opp NUH
18241	Science Pk Dr	PSB Science Pk Annex
18249	Science Pk Dr	Aft The Pasteur
18251	Science Pk Dr	Opp Reuters
18261	Science Pk Dr	Opp DSO Natl Laboratories
18269	Science Pk Dr	Bef Reuters
18271	Science Pk Dr	Blk 85
18279	Science Pk Dr	Opp Blk 85
18281	Science Pk Dr	The Rutherford
18289	Science Pk Dr	Opp The Rutherford
18301	Lower Kent Ridge Rd	Lim Seng Tjoe Bldg (LT 27)
18309	Lower Kent Ridge Rd	Blk S17
18311	Lower Kent Ridge Rd	Blk S12
18319	Lower Kent Ridge Rd	Opp University Hall
18321	Lower Kent Ridge Rd	Opp University Health Ctr
18329	Lower Kent Ridge Rd	University Health Ctr
18331	Lower Kent Ridge Rd	Kent Ridge Stn Exit A/NUH
18339	Lower Kent Ridge Rd	Opp Kent Ridge Stn Exit A
19011	C'wealth Ave West	Blk 19A CP
19019	C'wealth Ave West	Opp Blk 19A CP
19021	C'wealth Ave West	SP SMA
19029	C'wealth Ave West	Opp SP SMA
19031	C'wealth Ave West	Dover Stn
19039	C'wealth Ave West	Dover Stn
19041	C'wealth Ave West	Opp Sch Of Science & Tech
19049	C'wealth Ave West	Sch Of Science & Tech
19051	Dover Rd	New Town Sec Sch
19059	Dover Rd	University Town
19061	Dover Rd	Ayer Rajah Telecoms
19069	Dover Rd	Opp Ayer Rajah Telecoms
19071	Dover Rd	Opp Acs Independent
19079	Dover Rd	Bef Dover Ct Prep Sch
19081	Dover Rd	Opp ACS Boarding Sch
19089	Dover Rd	Acs Independent
19091	Dover Ave	S'pore Poly
19099	Dover Ave	Opp S'pore Poly
20011	AYE	Blk 506
20019	AYE	Blk 431
20021	AYE	Hong Leong Shop Ctr
20029	AYE	Opp Hong Leong Shop Ctr
20031	AYE	The Infiniti
20039	AYE	Opp The Infiniti
20051	AYE	Cycle & Carriage
20059	AYE	Opp Cycle & Carriage
20061	Jln Ahmad Ibrahim	Aft Jurong Town Hall Rd
20069	Jln Ahmad Ibrahim	Bef Jurong Town Hall Rd
20081	Jln Ahmad Ibrahim	Carrier S'pore
20089	Jln Ahmad Ibrahim	Opp Carrier S'pore
20101	C'wealth Ave West	Nan Hua Pr Sch
20109	C'wealth Ave West	Blk 203
20121	West Coast Rd	Opp Blk 51
20129	West Coast Rd	Bet Blks 50/51
20131	West Coast Rd	S'pore Food Industries Bldg
20139	West Coast Rd	Opp Angliss Bldg
20141	West Coast Rd	Opp Blk 408
20149	West Coast Rd	Blk 408
20151	West Coast Rd	Opp Blk 411
20159	West Coast Rd	Blk 411
20161	West Coast Rd	Opp Blks 34/35
20169	West Coast Rd	Blk 35
20171	West Coast Rd	Opp Blk 47
20179	West Coast Rd	Aft Teban Gdns Rd
20181	Pandan Gdns	Ayer Rajah CC
20189	Pandan Gdns	Opp Ayer Rajah CC
20191	Pandan Gdns	Blk 407
20199	Pandan Gdns	Blk 410
20201	Teban Gdns Rd	Teban Gdn PO
20209	Teban Gdns Rd	Bef Jurong Town Hall Rd
20211	Teban Gdns Rd	Blk 41
20219	Teban Gdns Rd	Opp Blk 41
20231	Teban Gdns Rd	Bef Hasanah Mque
20239	Teban Gdns Rd	Aft Hasanah Mque
20241	Penjuru Rd	Opp Blk 51
20249	Penjuru Rd	Blk 54
20251	Jurong Town Hall Rd	Bef Teban Gdns Rd
20259	Jurong Town Hall Rd	C'wealth Sec Sch
20261	Jurong Town Hall Rd	Aft Pandan Gdns
20269	Jurong Town Hall Rd	Bef Pandan Gdns
20271	Jurong Town Hall Rd	Opp German Ctr
20281	West Coast Highway	Opp The Japanese Sec Sch
20289	West Coast Highway	The Japanese Sec Sch
20291	West Coast Rd	Tanglin Sec Sch
20299	West Coast Rd	Opp Tanglin Sec Sch
20309	Pandan Loop	Blk L Pandan Light Ind Pk
20319	Pandan Loop	Blk T Pandan Light Ind Pk
20329	Pandan Loop	S'pore Food Ind
20331	Pandan Loop	Vejoil Pte Ltd
20341	Pandan Loop	Pan Tech Ind Cplx
21011	Jln Ahmad Ibrahim	Aft Jurong Lake
21019	Jln Ahmad Ibrahim	Aft Yuan Ching Rd
21021	Jln Ahmad Ibrahim	Bef Jurong Port Rd
21029	Jln Ahmad Ibrahim	Aft Corporation Pl
21041	Jurong Port Rd	Aft Jln Terusan
21049	Jurong Port Rd	Bef Jln Terusan
21051	Jln Boon Lay	Bef Penjuru Rd
21059	Jln Boon Lay	Aft Penjuru Rd
21069	Jurong Port Rd	Bef Jln Tepong
21071	Jln Buroh	Jurong Abattoir
21079	Jln Buroh	Opp Jurong Abattoir
21089	Fishery Port Rd	Bef Jln Buroh
21099	Jurong Pier Way	Jurong Island Checkpt
21109	Jln Tepong	Ctrl Fish Proc Fty
21111	Jln Buroh	Aft Jurong Pier Rd
21119	Jln Buroh	Bef Jurong Pier Rd
21121	Jln Buroh	SPC Svc Stn
21129	Jln Buroh	Opp SPC Svc Stn
21131	Jln Buroh	Bef Jurong Port Rd
21139	Jln Buroh	Aft Jurong Port Rd
21141	Jurong Port Rd	Aft Jln Buroh
21149	Jurong Port Rd	Jurong Port Workshops
21151	Jurong Port Rd	CWT Distripark
21159	Jurong Port Rd	Sin Soon Huat
21161	Corporation Rd	Opp Jurong JC
21169	Corporation Rd	Jurong JC
21171	Corporation Rd	Opp Corporation Pl
21179	Corporation Rd	Corporation Pl
21181	Corporation Rd	Opp Blk 161
21189	Corporation Rd	Blk 161
21191	Corporation Rd	Jurong Stadium
21199	Corporation Rd	Opp Jurong Stadium
21201	Corporation Rd	Sime Rengo Packaging Ltd
21209	Corporation Rd	Opp Sime Rengo Packaging Ltd
21211	Corporation Rd	Opp Lakepoint Condo
21219	Corporation Rd	Lakepoint Condo
21229	Corporation Rd	Opp S'Pore A'Space Mfg
21231	Corporation Rd	Blk 203
21239	Corporation Rd	Opp Blk 203
21241	Boon Lay Ave	Opp Blk 213
21249	Boon Lay Ave	Blk 213
21251	Chin Bee Dr	Sime Darby
21259	Chin Bee Dr	Opp Sime Darby
21261	Quality Rd	AFT CHIN BEE AVE
21269	Quality Rd	Bef Chin Bee Ave
21271	Corporation Rd	Opp Assyakirin Mque
21279	Corporation Rd	Assyakirin Mque
21291	Jurong Pier Rd	Aft Jln Buroh
21299	Jurong Pier Rd	Bef Jln Buroh
21301	Jurong Pier Rd	Opp Jln Pesawat
21309	Jurong Pier Rd	Aft Jln Pesawat
21311	Jln Boon Lay	Bef Tractor Rd
21319	Jln Boon Lay	Opp Tractor Rd
21321	Jln Boon Lay	BRC Weld Mesh Fty
21329	Jln Boon Lay	Opp BRC Weld Mesh Fty
21331	Jln Boon Lay	Opp Premier Milk Pte Ltd
21339	Jln Boon Lay	Premier Milk Pte Ltd
21341	Jln Boon Lay	Opp Beecham Pte Ltd
21349	Jln Boon Lay	Beecham Pte Ltd
21351	Jln Boon Lay	BEF BOON LAY WAY
21359	Jln Boon Lay	AFT ST KINETICS
21361	Jln Boon Lay	Blk 695
21369	Jln Boon Lay	Opp Blk 695
21371	Jln Boon Lay	Blk 680C
21379	Jln Boon Lay	Blk 263
21381	Jurong West Ave 2	St. Joseph's Home
21389	Jurong West Ave 2	Opp St. Joseph's Home
21391	Boon Lay Ave	River Valley High Sch
21399	Boon Lay Ave	Opp River Valley High Sch
21409	Boon Lay Dr	Blk 191
21411	Boon Lay Dr	Opp Blk 188
21419	Boon Lay Dr	Blk 188
21421	Boon Lay Ave	Blk 176
21429	Boon Lay Ave	Blk 185
21431	Boon Lay Pl	Blk 210
21439	Boon Lay Pl	Boon Lay CC
21441	Boon Lay Pl	Blk 207
21449	Boon Lay Pl	Boon Lay Shop Ctr
21451	Boon Lay Dr	Blk 206
21459	Boon Lay Dr	Blk 209
21461	Jln Tukang	BEF TUKANG INNOVATION DR
21469	Jln Tukang	Bef Chia Ping Rd
21471	Jln Tukang	AFT TUKANG INNOVATION DR
21479	Jln Tukang	Hup Leck Heavy Equipment
21481	Jln Tukang	GRUNDFOS
21489	Jln Tukang	OPP GRUNDFOS
21491	Quality Rd	Bef Boon Lay Way
21499	Quality Rd	Bef Jln Tukang
21501	Quality Rd	Bef Meiji Seika
21509	Quality Rd	Opp Meiji Seika
21511	Chin Bee Ave	Opp Amoy Canning
21519	Chin Bee Ave	Amoy Canning
21521	Chin Bee Ave	PB Packaging Systems
21529	Chin Bee Ave	Opp Grandluxe
21531	Third Chin Bee Rd	Clariant S'pore
21539	Third Chin Bee Rd	Opp Kaily Packaging
21541	Intl Rd	Jurong Futsal Ctr
21549	Intl Rd	Automotive Technology
21551	Yung Ho Rd	Blk 151
21559	Yung Ho Rd	CISCO Recall
21561	Corporation Dr	Blk 158
21569	Corporation Dr	Opp Blk 158
21571	Corporation Dr	Opp Jurong Sec Sch
21579	Corporation Dr	Jurong Sec Sch
21581	Corporation Dr	Blk 65
21589	Corporation Dr	Opp Blk 65
21591	Corporation Dr	Opp Blk 117
21599	Corporation Dr	Blk 117
21601	Corporation Dr	Blk 357
21609	Corporation Dr	Opp Blk 364
21611	Corporation Dr	Blk 367
21619	Corporation Dr	Aft Corporation Rd
21621	Kang Ching Rd	Blk 354
21629	Kang Ching Rd	Blk 334
21631	Yuan Ching Rd	Blk 115/Opp Japanese Gdn
21639	Yuan Ching Rd	Japanese Gdn/Opp Blk 115
21641	Yuan Ching Rd	Opp Lakeside Apt
21649	Yuan Ching Rd	Lakeside Apt
21651	Yuan Ching Rd	Opp Chinese Gdn
21659	Yuan Ching Rd	Chinese Gdn
21661	Yuan Ching Rd	Yuan Ching Sec Sch
21669	Yuan Ching Rd	Opp Blk 134D
21671	Tah Ching Rd	Blk 331
21679	Tah Ching Rd	Blk 329
21681	Boon Lay Way	Opp Blk 200
21689	Boon Lay Way	Blk 200
21691	Boon Lay Way	Opp Jurong Fire Stn
21699	Boon Lay Way	Jurong Fire Stn
21711	Corporation Rd	Bet Blks 523/525
21719	Corporation Rd	Opp Blk 529
21751	Yuan Ching Rd	Jurong Sec Sch
21759	Yuan Ching Rd	Opp Jurong Sec Sch
21761	Yuan Ching Rd	Blk 138B
21769	Yuan Ching Rd	Opp Blk 138B
21771	Yung Ho Rd	Aft Corporation Dr
21779	Yung Ho Rd	Aft Yuan Ching Rd
22009	Jurong West Ctrl 3	Boon Lay Int
22011	Jln Ahmad Ibrahim	Jurong Bird Pk
22019	Jln Ahmad Ibrahim	Opp Jurong Bird Pk
22021	Jln Ahmad Ibrahim	Givaudan
22029	Jln Ahmad Ibrahim	Opp Givaudan
22031	Jln Ahmad Ibrahim	Bef Pioneer Circus
22039	Jln Ahmad Ibrahim	Markono Holdings
22041	Jln Buroh	Aft Tg Kling Rd
22049	Jln Buroh	Bef Tg Kling Rd
22051	Jln Buroh	Opp Buroh St
22059	Jln Buroh	Aft Buroh St
22061	Jln Buroh	Ceva Logistics
22069	Jln Buroh	Opp Ceva Logistics
22071	Jln Buroh	Bef Jurong Pier Rd
22079	Jln Buroh	Aft Jurong Pier Rd
22081	Tg Kling Rd	Opp Natsteel
22089	Tg Kling Rd	Natsteel
22091	Shipyard Rd	Aft Jln Samulun
22099	Shipyard Rd	Bef Jln Samulun
22141	Pioneer Rd	Aft Jln Buroh
22149	Pioneer Rd	Bef Jln Buroh
22151	Pioneer Rd	Hitachi
22159	Pioneer Rd	Opp Hitachi
22161	Pioneer Rd Nth	Aft Lok Yang Way
22169	Pioneer Rd Nth	Aft Intl Rd
22171	Pioneer Rd Nth	Opp Secura S'pore
22179	Pioneer Rd Nth	Bef Secura
22181	Pioneer Rd Nth	S'pore Post
22189	Pioneer Rd Nth	Pioneer Junction
22191	Soon Lee Rd	Soon Lee Depot
22199	Soon Lee Rd	Opp Soon Lee Depot
22219	Intl Rd	Aft Neythal Rd
22221	Intl Rd	Aft Pioneer Rd Nth
22229	Intl Rd	Bef Pioneer Rd Nth
22231	Jurong West St 61	Blk 639
22239	Jurong West St 61	Blk 624
22241	Jurong West St 62	Opp Blk 622
22249	Jurong West St 62	Blk 622
22251	Jurong West St 62	Blk 665A
22259	Jurong West St 62	Blk 668D
22271	Soon Lee Rd	Bef Kwong Min Rd
22281	Fan Yoong Rd	Aft Soon Lee Rd
22289	Soon Lee Rd	Bef Fan Yoong Rd
22299	Kwong Min Rd	Bef Soon Lee Rd
22309	Enterprise Rd	Aft Fan Yoong Rd
22319	Wan Lee Rd	Bef Enterprise Rd
22329	Wan Lee Rd	Opp Sam Mccoy Engrg
22331	Tg Kling Rd	Jurong Shipyard
22341	Jurong West Ave 4	Blk 673C
22349	Jurong West Ave 4	Blk 734 CP
22351	Jurong West Ave 4	Opp Blk 717
22359	Jurong West Ave 4	Blk 717
22361	Jurong West Ave 4	Blk 641
22369	Jurong West Ave 4	Blk 704
22391	Tg Kling Rd	Bef Jln Buroh
22399	Tg Kling Rd	Aft Jln Buroh
22401	Tg Kling Rd	Aft Shipyard Rd
22409	Tg Kling Rd	Bef Shipyard Rd
22411	Jurong West Ave 4	Blk 676B
22419	Jurong West Ave 4	Jurong West Sub-Stn
22421	Tg Kling Rd	Natl Oxygen Pte Ltd
22429	Tg Kling Rd	Opp Natl Oxygen Pte Ltd
22431	Enterprise Rd	Opp Four Leaves
22439	Enterprise Rd	Aft Four Leaves
22441	Jurong West St 64	Blk 669 CP
22449	Jurong West St 64	Blk 685B
22451	Pioneer Rd Nth	Opp Blk 643
22459	Pioneer Rd Nth	Blk 643
22461	Pioneer Rd Nth	Opp Blk 653B
22469	Pioneer Rd Nth	Blk 653B
22471	Upp Jurong Rd	Bef Jurong West St 93
22479	Upp Jurong Rd	Aft Jurong West St 93
22481	Jurong West Ctrl 1	Blk 691A CP
22489	Jurong West Ctrl 1	Blk 683A
22491	Jurong West St 64	Blk 662D
22499	Jurong West St 64	Opp Blk 662C
22501	Jurong West St 63	Blk 662A
22509	Jurong West St 63	Blk 664C
22511	Jurong West St 63	Blk 658C
22519	Jurong West St 63	Blk 608
22521	Jurong West St 63	Pioneer Stn Exit A
22529	Jurong West St 63	Pioneer Stn Exit B
22531	Jurong West St 61	Opp Jurong West Pr Sch
22539	Jurong West St 61	Jurong West Pr Sch
22541	Boon Lay Way	Blk 655
22549	Boon Lay Way	Opp Blk 655 CP
22551	Boon Lay Way	Blk 657
22559	Boon Lay Way	Opp Blk 657 CP
22561	Boon Lay Way	Blk 660
22569	Boon Lay Way	Opp Blk 660 CP
22571	Boon Lay Way	Opp Boon Lay Stn
22591	Jurong West St 64	Blk 670A
22599	Jurong West St 64	Blk 678D
22609	Soon Lee Rd	Soon Lee Bus Pk
23011	Jln Ahmad Ibrahim	Carrier Transicold Pte Ltd
23019	Jln Ahmad Ibrahim	Nippon Paint
23021	Jln Ahmad Ibrahim	Aft Benoi Sector
23029	Jln Ahmad Ibrahim	Stamford Tyre
23031	Jln Ahmad Ibrahim	Bef Benoi Flyover
23039	Jln Ahmad Ibrahim	Aft Benoi Flyover
23041	Upp Jurong Rd	Opp Jurong Camp
23049	Upp Jurong Rd	Jurong Camp
23051	Upp Jurong Rd	Bef Kian Teck Rd
23059	Upp Jurong Rd	Aft Kian Teck Rd
23061	Upp Jurong Rd	Aft Kian Teck Rd
23069	Upp Jurong Rd	Bef Kian Teck Rd
23071	Upp Jurong Rd	Opp SAFTI Military Inst
23079	Upp Jurong Rd	SAFTI Military Inst
23081	Upp Jurong Rd	Opp S'pore Discovery Ctr
23089	Upp Jurong Rd	S'pore Discovery Ctr
23091	Lok Yang Way	Nippon
23099	Lok Yang Way	Bef First Lok Yang Rd
23101	Lok Yang Way	Auto World Care
23109	Lok Yang Way	Aft Third Lok Yang Rd
23111	Lok Yang Way	Bef Fourth Lok Yang Rd
23119	Lok Yang Way	Aft Fourth Lok Yang Rd
23121	Lok Yang Way	Opp Leroy-Somer
23129	Lok Yang Way	Leroy-Somer
23131	Sixth Lok Yang Rd	MES Logistic Hub
23139	Sixth Lok Yang Rd	Bef Lok Yang Way
23141	Sixth Lok Yang Rd	Opp Varco
23149	Sixth Lok Yang Rd	Varco
23151	Intl Rd	Containers Printers
23159	Intl Rd	Aft Fifth Lok Yang Rd
23161	Intl Rd	Aft Kian Teck Rd
23169	Intl Rd	Bef Kian Teck Rd
23171	Intl Rd	SKK (S) Pte Ltd
23179	Intl Rd	Aft Second Lok Yang Rd
23181	Intl Rd	Aft Kian Teck Rd
23189	Intl Rd	Bef First Lok Yang Rd
23191	Benoi Sector	Opp S'pore Tpt Pte Ltd
23199	Benoi Sector	S'pore Tpt Pte Ltd
23201	Benoi Sector	Opp Shimano Pte Ltd
23209	Benoi Sector	Aft Shimano Pte Ltd
23211	Benoi Sector	Mapletree Logistics Hub
23219	Benoi Sector	Tru-Marine
23221	Pioneer Rd	Aft Gul Way
23229	Pioneer Rd	Opp Gul Way
23231	Pioneer Rd	Keppel Logistics
23239	Pioneer Rd	Opp Keppel Logistics
23241	Pioneer Rd	Aft Benoi Rd
23249	Pioneer Rd	Bef Benoi Rd
23251	Pioneer Rd	Aft Shipyard Rd
23259	Pioneer Rd	Bef Shipyard Rd
23261	Pioneer Rd	Opp Exxon Mobil
23269	Pioneer Rd	Exxon Mobil
23279	Pioneer Rd	Bef Benoi Sector
23281	Benoi Rd	Aft Pioneer Rd
23291	Benoi Rd	ST Marine
23301	Benoi Rd	Bef Benoi Basin
23311	Benoi Rd	Keppel Shipyard
23321	Benoi Rd	Bef Benoi Lane
23331	Benoi Rd	Opp JP Nelson
23341	Benoi Rd	Aft Pioneer Rd
23349	Benoi Rd	Bef Pioneer Rd
23351	Benoi Rd	Aft Gul Ave
23359	Benoi Rd	Opp Gul Ave
23361	Benoi Rd	Opp Keppel Logistics
23369	Benoi Rd	Keppel Logistics
23371	Benoi Rd	Bef Joo Koon Int
23379	Benoi Rd	Opp Joo Koon Int
23389	Shipyard Rd	PEC Ltd
23399	Shipyard Rd	Keppel Offshore & Marine
23409	Shipyard Rd	Mobil Marine Ter
23419	Shipyard Rd	Bef Shipyard Cres
23429	Shipyard Rd	Opp EMAS Marine Base
23439	Shipyard Rd	Opp SML Shipyard Ltd
23441	Benoi Rd	Opp Benoi Pl
23449	Benoi Rd	Benoi Pl
23451	Jln Samulun	Jurong Shipyard
23461	Jln Samulun	Tanoto Shipyard
23469	Jln Samulun	Opp Tanoto Shipyard
23471	Benoi Sector	Aft Benoi Rd
23479	Benoi Sector	Bef Benoi Rd
23481	Intl Rd	Molex
23489	Intl Rd	Opp Molex
23491	Joo Koon Circle	Joo Koon Stn Exit B
23499	Joo Koon Circle	Joo Koon Stn Exit A
23501	Lok Yang Way	Aft Pioneer Rd Nth
23509	Lok Yang Way	Hoe Keng Motor
23519	Benoi Rd	Opp FairPrice Hub
24009	Joo Koon Circle	Joo Koon Int
24011	Jln Ahmad Ibrahim	M.C. Packaging Pte Ltd
24019	Jln Ahmad Ibrahim	Liang Huat Ind Cplx
24021	Jln Ahmad Ibrahim	Meritor Heavy Veh Systems
24029	Jln Ahmad Ibrahim	Mazak S'pore
24041	Upp Jurong Rd	Opp Pasir Laba Camp
24049	Upp Jurong Rd	Pasir Laba Camp
24089	Gul Way	Aft Gul Ave
24129	Joo Koon Way	Opp Yeow San Pte Ltd
24139	Joo Koon Circle	Opp Toyo Ink
24149	Joo Koon Circle	Aft Joo Koon Cres
24159	Joo Koon Circle	Aft Joo Koon Rd
24169	Gul Cres	Bef Gul Circle
24179	Gul Cres	Opp Hong Hock Hardware
24189	Gul Cres	Tai Sin Electric Cables
24199	Gul Cres	JB Ind Pte Ltd
24209	Gul Cres	Aft Gul Lane
24219	Gul Circle	Precision Products
24229	Gul Circle	Aft Gul St 3
24239	Gul Circle	Bef Gul St 1
24249	Gul Circle	Asiatic Agricultural Ind
24259	Gul Circle	DNV GL Laboratory
24269	Gul Circle	Sing Huat Hardware
24279	Gul Circle	Cameron Iron Works
24289	Gul Circle	Opp Keppel T&T
24299	Gul Circle	Aft Gul Way
24301	Gul Circle	SNL Logistics Pte Ltd
24331	Pioneer Rd	Opp Hong Hang Bldg
24339	Pioneer Rd	Hong Hang Bldg
24341	Gul Rd	Opp Keppel Shipyard
24349	Gul Rd	Keppel Shipyard
24351	Gul Rd	Opp S'pore Takada Ind
24359	Gul Rd	S'pore Takada Ind
24369	Gul Rd	Dyna-Mac Engrg Svcs
24379	Gul Rd	Opp Asia Ind Gases
24381	Gul Rd	GE Keppel Energy Svcs
24389	Gul Rd	Opp GE Keppel Energy Svcs
24391	Pioneer Sector 2	Chem-Solv Technologies
24401	Pioneer Sector 2	Opp Hoe Huat Engrg
24411	Pioneer Sector 2	Gul Camp
24421	Pioneer Sector 2	Bef Pioneer Sector 1
24431	Pioneer Sector 1	Aft Pioneer Sector 2
24441	Pioneer Sector 3	GSK
24451	Pioneer Sector 3	Opp Cambridge Ind Trust
24461	Pioneer Sector Lane	Bef Nam Leong Co Pte Ltd
24489	Joo Koon Rd	Aft Joo Koon Way
24499	Joo Koon Rd	Panasonic Ind Devices
24501	PIE	Bef Tuas Flyover
24509	PIE	Aft Tuas Flyover
24511	Tuas Rd	GUL CIRCLE STN EXIT A
24519	Tuas Rd	GUL CIRCLE STN EXIT B
24521	Tuas Rd	Bef Tuas Ave 5
24529	Tuas Rd	Aft Tuas Ave 5
24531	Pioneer Sector 1	Utracon Corp
24539	Pioneer Sector 1	Dundee Marine
24541	Pioneer Sector 1	Opp Keppel Shipyard
24549	Pioneer Sector 1	Keppel Shipyard
24559	Pioneer Sector 1	HQ 6 Div
24571	Joo Koon Circle	Seng Heng Engrg
24581	Joo Koon Circle	Opp ESAB
24599	Joo Koon Rd	Bef Joo Koon Way
24601	Tuas Rd	Progress Galvanizing
24609	Tuas Rd	Opp Progress Galvanizing
